"";"Number";"ISOWeek";"Sales";"Price";"MovingAverage";"Seasonality";"CleanSales";"LinearSales";"ExpSales";"LogSales";"TrendEffect";"PriceEffect";"TrendForecast";"PriceForecast";"TPForecast"
"159";159;201503;4235;44,65;5501,19230769231;-1084,54487179487;5319,54487179487;4950,57133467981;4521,04525609247;4952,50479675776;459,694264149875;-79,5636653201946;4431,66706351974;4150,99121406243;4582,66472345632
"160";160;201504;3821;43,44;5484,41346153846;-1602,30128205128;5423,30128205128;4965,29137917958;4521,4295071189;4963,35329234285;465,440235025108;-64,8436208204193;3934,24832655181;3636,69780125903;4154,01200436587
"161";161;201505;3649;45,7;5460,26923076923;-1694,02564102564;5343,02564102564;4937,79774234529;4520,71184158296;4943,32645688831;471,186205900342;-92,3372576547108;3850,84479025707;3566,8266234234;3975,29244986008
"162";162;201506;3899;47,37;5435,35576923077;-1768,09615384615;5667,09615384615;4917,48164787039;4520,1816043965;4929,15427185836;476,932176775575;-112,653352129608;3784,59714783474;3509,07256033814;3840,64895478842
"163";163;201507;4478;48,19;5417,21153846154;-1150,24679487179;5628,24679487179;4907,50608052344;4519,92127117902;4922,37736040055;482,678147650809;-122,628919476563;4390,75277579751;4117,43379897221;4409,95312912191
"164";164;201508;4094;49,03;5402,26923076923;-1772,71153846154;5866,71153846154;4897,28720665582;4519,65460391739;4915,55369194979;488,424118526042;-132,847793344175;3791,57915558382;3518,82992286792;3786,48039758089
"165";165;201509;4079;55,07;5404,5;-1190,67307692308;5269,67307692308;4823,80863741728;4517,7376025473;4869,68063252043;494,170089401276;-206,326362582724;4362,93398430251;4137,14618130951;4081,50126026891
"166";166;201510;9278;52,95;5415,48076923077;5464,03846153846;3813,96153846154;4849,59912860696;4518,41036470518;4885,18203163101;499,916060276509;-180,535871393035;10835,6733567406;10595,6521603122;10586,9211911017
"167";167;201511;2794;62,96;5412,42307692308;-2311,00641025641;5105,00641025641;4727,82421501791;4515,23466490476;4816,80979559566;505,662031151743;-302,310784982086;3285,66848287222;3114,50782321989;2668,91993508401
"168";168;201512;3203;60,42;5402,19230769231;-2433,60576923077;5636,60576923077;4758,72414314141;4516,04027544578;4833,07029036455;511,408002026976;-271,410856858591;3172,26082063832;2973,38475911821;2681,10305789943
"169";169;201513;3423;54,49;5400,95192307692;-2145,55448717949;5568,55448717949;4830,86452651634;4517,92165016448;4873,86147174974;517,153972902209;-199,270473483659;3457,92080375923;3202,82834013574;3243,67223200895
"170";170;201514;3807;60,84;5400,20192307692;-1733,13461538462;5540,13461538462;4753,6147062076;4515,90705433587;4830,33491517454;522,899943777443;-276,520293792398;3864,44138054952;3658,72416861724;3361,45587635643
"171";171;201515;4544;61,06;5392,85576923077;-1314,65705128205;5858,65705128205;4750,93833448037;4515,83727341816;4828,90962632663;528,645914652676;-279,196665519629;4276,84878366858;4067,89628659873;3766,7486900184
"172";172;201516;3141;60,71;5380,95192307692;-1410,82371794872;4551,82371794872;4755,19619859188;4515,94828902136;4831,17955585598;534,39188552791;-274,938801408124;4189,12824139941;3971,29762524667;3703,6961108219
